sampler_label,count,average,median,90%_line,min,max,error%,rate,bandwidth
ML/search-pfi2/search.xqy,19115,988,851,1612,28,10004,7.32409102798849E-4,29.057791790242725,736.370416229305
TOTAL,19115,29,30,1612,28,99,7.32409102798849E-4,29.057791790242725,736.370416229305
